time,yvalues
337,99.13104814
338,91.67077962
339,91.34185911
340,91.22114593
341,93.13876242
342,104.0123542
343,116.6174767
344,107.9481182
345,107.4209682
346,112.6439814
347,119.9826397
348,131.6397231
349,144.4951965
350,141.8720954
351,146.2020728
352,146.0459075
353,168.1351277
354,167.2730041
355,146.1072556
356,150.9412294
357,143.4860162
358,141.421487
359,154.0715847
360,139.7339781
361,145.9010097
362,154.720808
363,152.458663
364,154.4945849
365,138.982156
366,140.3669265
367,134.8070352
368,127.4602468
369,145.5261476
370,140.3863305
371,140.1648168
372,148.199979
373,128.5141009
374,126.9084609
375,123.6891904
376,137.8429299
377,118.928779
378,133.3484265
379,128.6690638
380,134.7879912
381,139.3195384
382,140.4140213
383,138.652367
384,137.0104403
385,145.3891761
386,132.56077
387,129.1782793
388,123.7199537
389,121.1740804
390,105.7875295
391,99.09749592
392,91.5394281
393,92.68160612
394,103.0427476
395,103.3014409
396,84.05914025
397,80.98513337
398,73.01329355
399,80.62877689
400,91.31795075
401,98.42296324
402,95.92874855
403,89.93021153
404,100.3496033
405,94.27442338
406,88.25930044
407,70.56379196
408,55.99821114
409,64.12385284
410,75.09945272
411,85.73322299
412,92.53806182
413,111.3273858
414,109.4893096
415,99.50891054
416,112.0708901
417,102.0404478
418,99.24885877
419,113.0673579
420,127.630909
421,123.7434516
422,130.5911888
423,136.7152828
424,124.2655286
425,113.1200064
426,119.3253368
427,108.1836927
428,109.9406021
429,96.73569236
430,86.82303173
431,100.1284799
432,119.0474356
433,140.9514598
434,142.9368444
435,147.041831
436,151.0281964
437,171.4018291
438,169.5981807
439,168.1204452
440,172.1476382
441,163.0955928
442,159.8209172
443,164.6006322
444,165.7408567
445,175.7127484
446,168.7521596
447,184.7809392
448,185.3099176
449,196.8363119
450,199.0032278
451,212.4247053
452,203.3629818
453,187.6374149
454,180.4060869
455,176.63614
456,179.668714
457,195.1354879
458,204.9205509
459,203.0859413
460,204.6631387
461,200.6899134
462,185.4577567
463,191.448528
464,152.5379839
465,155.9843314
466,144.8256383
467,152.0849237
468,149.9545975
469,141.2013027
470,140.5743464
471,144.739089
472,136.1018419
473,144.5754435
474,134.3290564
475,139.4298109
476,133.2348597
477,123.0258235
478,123.9010112
479,146.3785387
480,135.4543614
481,145.7721333
482,145.0386706
483,163.0423371
484,175.0294246
485,186.5233138
486,181.6832947
487,190.1285355
488,182.6591112
489,175.8974418
490,177.1411882
491,177.369969
492,163.9757327
493,177.7027884
494,190.5519828
495,203.4808761
496,207.0535223
497,207.2541562
498,216.3745399
499,209.8194915
500,202.1884297
501,209.1248319
502,200.9359727
503,205.4079924
504,203.3105479
505,195.6550258
506,185.1223889
507,192.0487438
508,194.3846283
509,191.3991765
510,190.9225138
511,189.9208695
512,183.2223395
513,178.0421263
514,182.5711205
515,177.7969006
516,178.4364528
517,165.1883525
518,168.2324907
519,169.3856083
520,162.2597029
521,167.2570551
522,159.1756353
523,147.7085477
524,158.3928011
525,137.3513797
526,134.3291291
527,137.9791401
528,132.8042341
529,153.2181773
530,136.1080175
531,134.8182202
532,133.8067969
533,130.2479544
534,131.1672044
535,135.587431
536,139.8329719
537,137.3541168
538,151.29801
539,161.6054954
540,153.316276
541,157.3546214
542,163.9757366
543,164.7794006
544,171.9583158
545,164.9583024
546,153.9301801
547,149.3472252
548,162.3289986
549,166.7351329
550,165.3147834
551,172.9937959
552,168.0088362
553,165.0002804
554,159.7589145
555,172.9096546
556,181.6726629
557,159.4060048
558,169.8258915
559,169.4676697
560,165.0471044
561,167.1719974
562,157.3851547
563,159.043735
564,150.1180498
565,156.1103526
566,164.3947473
567,165.7409517
568,159.21967
569,149.1554643
570,166.4187093
571,165.4846589
572,168.4762963
573,153.4669748
574,156.0897177
575,158.1391816
576,150.1698917
577,149.3911742
578,151.5483343
579,154.0715794
580,136.4825982
581,122.5468698
582,126.2826339
583,114.7497695
584,119.8043533
585,125.675185
586,128.4695605
587,137.2290471
588,135.0588957
589,131.0308897
590,146.4513497
591,157.5886483
592,162.1764113
593,160.2549185
594,162.1237656
595,166.6807589
596,182.0555582
597,186.0552088
598,180.4677673
599,175.4553539
600,177.9067151
601,187.9066699
602,171.7716104
603,173.6554663
604,179.8007171
605,183.0139843
606,178.7701438
607,174.8557419
608,174.5102743
609,172.2851675
610,170.8970764
611,166.2557898
612,173.9210891
613,175.7977433
614,175.9968779
615,176.1359655
616,160.8757948
617,176.0542829
618,166.7127118
619,152.742124
620,155.8192637
621,161.260689
622,160.1190287
623,188.7105591
624,198.3494755
625,207.3527273
626,196.053401
627,187.0980716
628,195.1233269
629,187.5359439
630,171.8188588
631,184.6422575
632,175.7298838
633,163.0446596
634,163.9099315
635,163.1309732
636,165.6894625
637,168.5700984
638,172.456916
639,182.3422842
640,182.3088002
641,187.9556816
642,192.149783
643,180.9904133
644,173.5570038
645,174.1295115
646,165.4693738
647,160.3192139
648,145.9563373
649,130.620135
650,144.9609422
651,131.7522875
652,131.6841555
653,138.3815079
654,137.7244017
655,126.3548728
656,126.734382
657,125.4956595
658,126.0803577
659,122.9342894
660,117.9440999
661,129.794914
662,137.1106409
663,131.9699204
664,137.0566373
665,132.4486912
666,125.884097
667,130.133497
668,129.7659351
669,131.931677
670,145.4000517
671,155.9498178
672,152.6332593
673,150.3813035
674,153.6296453
675,149.721468
676,146.9571155
677,154.0110596
678,151.9706493
679,163.8749699
680,154.4552365
681,145.8346264
682,142.3603262
683,133.6983935
684,125.1635349
685,135.4301895
686,126.665698
687,135.9770066
688,134.7606355
689,120.952162
690,125.9608678
691,138.4735415
692,153.1273483
693,148.915652
694,146.7841264
695,150.1410773
696,154.4621283
697,144.3490298
698,167.4243824
699,174.051852
700,164.8593689
701,159.5636419
702,156.8006797
703,146.2928526
704,140.9855628
705,149.5560553
706,157.4624241
707,145.5335231
708,147.8080644
709,156.1061197
710,155.4978883
711,162.8196766
712,157.5848171
713,146.273857
714,155.2828498
715,150.2191217
716,154.8664739
717,149.060757
718,144.3976214
719,122.8186966
720,114.8465183
721,127.3299194
722,139.6345698
723,155.0197578
724,164.2655437
725,144.4559793
726,138.8393468
727,147.9989698
728,150.5120175
729,151.7169052
730,152.8032576
731,140.9426788
732,141.2682849
733,145.9332988
734,156.5073161
735,156.4314193
736,147.7827177
737,139.4931207
738,131.5657579
739,137.7204626
740,129.7336317
741,124.2681648
742,116.3291729
743,115.9873746
744,123.304017
745,124.658516
746,116.6328844
747,113.4862677
748,121.3082324
749,133.0923992
750,127.7460005
751,118.0438019
752,99.34298377
753,95.12130257
754,97.67637169
755,99.26459828
756,91.10413501
757,98.31102255
758,104.7462231
759,108.9486618
760,100.3810286
761,96.61967752
762,93.73888944
763,96.52408725
764,95.04502012
765,72.59353806
766,85.78980351
767,92.81334713
768,118.7955716
769,131.4092776
770,126.1576399
771,136.5189335
772,135.9891447
773,133.3406498
774,142.9199295
775,149.6704892
776,150.1220786
777,149.8298022
778,142.0995503
779,131.6755645
780,122.0380145
781,125.5634904
782,120.366135
783,130.7613407
784,127.726186
785,140.3155802
786,135.8181825
787,139.4567549
788,133.8472823
789,128.4245508
790,123.5606814
791,133.7644966
792,122.8379627
793,129.4096784
794,129.4709018
795,125.4112084
796,131.4236561
797,135.3358093
798,136.9176171
799,134.1222647
800,136.0028287
801,133.5814022
802,136.230828
803,118.5072771
804,120.396229
805,135.2141925
806,148.4863264
807,158.5953394
808,169.0935863
809,158.1957105
810,149.6724594
811,147.9765767
812,159.9780624
813,152.8959289
814,143.8065244
815,141.6741858
816,144.2777022
817,140.9356546
818,130.0909
819,117.4807194
820,126.8937717
821,132.8433453
822,126.325366
823,121.323264
824,116.3501375
825,97.99050172
826,87.77052494
827,87.68052343
828,88.56545292
829,96.0959706
830,93.3452034
831,110.172535
832,110.174265
833,105.3293845
834,99.30787754
835,104.7194779
836,95.95375384
837,98.58280047
838,78.65093202
839,85.8343654
840,95.73841395
841,83.9144709
842,95.11697672
843,88.876318
844,108.0857309
845,106.6672494
846,113.1937353
847,93.5361754
848,104.4485888
849,104.9613706
850,118.4603046
851,116.412916
852,120.7723082
853,135.6899188
854,131.3669956
855,143.7422811
856,136.5089296
857,128.8329866
858,127.1317041
859,113.7335929
860,112.9217281
861,112.6501858
862,117.5375793
863,115.3656971
864,112.6736906
865,109.2146267
866,95.98858053
867,95.38327713
868,93.19498532
869,78.2477801
870,85.76015317
871,82.32477117
872,80.47713304
873,72.94830139
874,77.91045632
875,82.15871825
876,88.67225582
877,86.56697345
878,93.63986769
879,96.64517419
880,115.6188753
881,110.0256817
882,107.5120003
883,123.5671695
884,118.7707381
885,124.7150846
886,122.4137636
887,107.5823727
888,100.2870498
889,98.22443981
890,89.14637096
891,89.87151213
892,91.34007251
893,89.3630327
894,111.4678467
895,114.2039178
896,103.0555853
897,110.3755987
898,101.5870909
899,92.72755899
900,93.13496517
901,84.00295692
902,92.00728053
903,92.66620818
904,112.9977614
905,128.325401
906,127.9815438
907,116.6416979
908,128.7403939
909,118.0071804
910,93.11091559
911,85.25351081
912,68.25018746
913,59.15027422
914,53.10529669
915,51.27633558
916,49.81253411
917,52.64000758
918,41.12020043
919,53.24781991
920,57.69235609
921,59.5313581
922,77.22287152
923,69.09332431
924,72.30528048
925,78.71744942
926,79.37388139
927,83.62607463
928,94.16137897
929,90.92631493
930,108.1949487
931,123.2222187
932,132.8623645
933,129.666225
934,128.4507148
935,140.6165181
936,138.8007095
937,115.8848221
938,102.4824905
939,103.2519077
940,96.26316327
941,113.7522524
942,119.7479841
943,131.1825013
944,141.6788435
945,141.0063924
946,144.8572251
947,136.2904471
948,125.9674413
949,115.0033514
950,113.9754452
951,127.9665536
952,124.708486
953,109.9149152
954,107.9213879
955,109.2994536
956,117.5712815
957,110.8156787
958,125.7460929
959,113.90157
960,99.10464253
961,84.88048205
962,91.23143139
963,75.27219689
964,75.85967579
965,82.94487361
966,73.10770422
967,73.74855871
968,70.01456117
969,80.08410176
970,74.44845917
971,60.47267842
972,73.81365037
973,72.3031271
974,82.44305974
975,82.04290408
976,79.14736987
977,75.59859854
978,62.5855153
979,64.51150607
980,69.39019539
981,70.00125381
982,69.04950866
983,70.37926721
984,72.3227583
985,73.86013294
986,71.32145979
987,52.20435302
988,54.10724574
989,53.48489588
990,70.23760026
991,77.72166672
992,85.38768629
993,78.74290203
994,93.62418475
995,87.32198172
996,92.21213298
997,94.63776563
998,98.41209713
999,119.5332975
1000,124.533906
1001,111.379311
1002,111.7450253
1003,101.1514297
1004,100.5223185
1005,109.3703491
1006,111.5686108
1007,102.6861018
1008,118.3702004
1009,113.5326405
1010,105.3877834
1011,114.6427799
1012,118.0530934
1013,124.6758178
1014,136.5303638
1015,142.9180314
1016,130.5761793
1017,114.5465173
1018,104.4246701
1019,114.854851
1020,128.1011364
1021,120.3276742
1022,121.4770012
1023,117.457066
1024,120.9425626
1025,111.273171
1026,115.6867432
1027,110.2042798
1028,104.6512757
1029,121.9243735
1030,130.5995172
1031,142.8822847
1032,139.6002439
1033,136.2736003
1034,140.8479087
1035,148.8319031
1036,148.9732502
1037,146.0470482
1038,149.5753559
1039,148.8014321
1040,147.7153556
1041,142.4351924
1042,151.4620187
1043,158.643679
1044,151.8643116
1045,161.4232187
1046,150.9276991
1047,166.8632788
1048,164.8769692
1049,167.3414714
1050,169.2710778
1051,153.6234227
1052,149.7962361
1053,152.8344072
1054,164.112931
1055,175.4815669
1056,170.8324048
1057,176.671895
1058,167.1904331
1059,160.4099709
1060,148.8962625
1061,148.7307065
1062,151.7196715
1063,154.4758942
1064,165.1505469
1065,181.6395168
1066,183.6317623
1067,175.1118546
1068,168.0697701
1069,161.6103512
1070,158.2923875
1071,164.1968023
1072,172.7574888
1073,180.2929687
1074,166.2439147
1075,168.8345653
1076,171.9384903
1077,181.7874597
1078,180.8205768
1079,194.6967794
1080,206.3591565
1081,198.2079411
1082,178.8641968
1083,160.8005123
1084,155.5987788
1085,163.5958761
1086,159.3558038
1087,158.0762976
1088,175.0933216
1089,184.6804234
1090,204.1878833
1091,189.8727849
1092,193.410933
1093,187.6419034
1094,200.8316393
1095,197.0452516
1096,189.3241541
1097,200.2146817
1098,194.8701341
1099,187.0983048
1100,178.8932828
1101,184.9897435
1102,193.6257425
1103,189.4468412
1104,194.7878735
1105,206.0143403
1106,205.4953879
1107,203.6685533
1108,213.3005568
1109,200.5264384
1110,196.4764225
1111,189.0529122
1112,182.0419497
1113,164.9219889
1114,162.2383893
1115,163.6021534
1116,157.9667501
1117,159.8484988
1118,167.403282
1119,167.6218861
1120,158.1671525
1121,150.8494047
1122,151.8823588
1123,143.2159544
1124,136.2420066
1125,140.418323
1126,157.7109853
1127,160.54593
1128,152.828926
1129,149.891895
1130,158.0135446
1131,143.5321855
1132,145.3626337
1133,152.5471657
1134,148.4078966
1135,149.268554
1136,142.8623278
1137,139.904508
1138,138.2733234
1139,132.0167279
1140,130.5372769
1141,118.9437822
1142,108.9724732
1143,121.1866385
1144,100.1684793
1145,100.8274755
1146,96.77596073
1147,77.59669115
1148,78.35640749
1149,91.4632112
1150,93.80922134
1151,111.2364356
1152,115.7650639
1153,105.2663143
1154,111.0329207
1155,106.9114948
1156,107.8199246
1157,97.91669076
1158,94.25449707
1159,86.17393177
1160,88.02629176
1161,74.2358594
1162,72.57435453
1163,83.43690537
1164,89.53470173
1165,93.5778808
1166,93.94387047
1167,80.75598441
1168,81.0075043
1169,86.71861437
1170,93.13658654
1171,82.38049721
1172,78.52340639
1173,82.55771211
1174,72.37175358
1175,72.40795008
1176,81.71110859
1177,75.54102916
1178,84.74025051
1179,90.85322152
1180,93.68814243
1181,91.95815591
1182,77.35630693
1183,94.4967522
1184,71.89304001
1185,67.45148526
1186,62.51491491
1187,73.19788744
1188,86.68919541
1189,87.13932741
1190,91.42497204
1191,110.8810479
1192,116.8015196
1193,111.9404897
1194,117.5010828
1195,133.6353538
1196,146.4148255
1197,146.5302466
1198,141.4557833
1199,128.3657741
1200,120.3642886
1201,92.86814293
1202,80.70302549
1203,70.8094759
1204,83.4122181
1205,66.88357272
1206,68.19541717
1207,74.82231524
1208,73.61163496
1209,70.80475841
1210,67.25326175
1211,80.08237781
1212,87.68478014
1213,101.7750199
1214,103.4239234
1215,111.3627417
1216,110.5013145
1217,100.0404397
1218,110.2924946
1219,112.0608726
1220,120.3010156
1221,114.7769483
1222,125.634249
1223,130.0394887
1224,123.9402011
1225,125.5975246
1226,123.9251229
1227,129.5394505
1228,127.4202094
1229,107.7861466
1230,108.4734697
1231,117.2653647
1232,100.510917
1233,102.8843195
1234,101.1594049
1235,96.69051905
1236,93.97838682
1237,104.2343547
1238,91.81796671
1239,75.78154203
1240,62.02645141
1241,60.88724005
1242,71.74683625
1243,83.4898554
1244,99.19620644
1245,102.1025961
1246,108.1318489
1247,120.6095183
1248,130.7066077
1249,143.7571802
1250,155.4261273
1251,165.3873436
1252,163.2609198
1253,163.3704548
1254,163.4243951
1255,160.5166012
1256,160.0326317
1257,158.5953828
1258,160.5571555
1259,152.2781783
1260,149.4605665
1261,152.4116614
1262,156.5642212
1263,143.2744466
1264,131.4745948
1265,120.8096528
1266,114.434729
1267,104.7481319
1268,105.2132647
1269,110.1214217
1270,109.7196001
1271,107.0017656
1272,96.29191313
1273,105.2898868
1274,114.4051781
1275,123.5310846
1276,137.3032135
1277,134.9801464
1278,122.1960374
1279,134.4829519
1280,138.0091909
1281,133.32621
1282,151.5386787
1283,152.1086065
1284,160.8417687
1285,167.7597264
1286,177.2283121
1287,190.1205584
1288,199.786055
1289,188.7478918
1290,192.5446309
1291,210.7539986
1292,198.5060949
1293,201.5534727
1294,217.5356995
1295,208.8260491
1296,219.8940943
1297,222.9110308
1298,212.4615952
1299,222.9987283
1300,218.9458715
1301,218.8472574
1302,211.6372186
1303,203.1162765
1304,209.1443308
1305,199.2555214
1306,215.933278
1307,207.6163641
1308,197.6938412
1309,187.1182202
1310,204.3424879
1311,199.8233265
1312,200.7701797
1313,202.429646
1314,181.6186522
1315,190.5732524
1316,177.2476517
1317,159.4020275
1318,152.2477906
1319,159.274562
1320,151.5495701
1321,156.5598089
1322,155.4831262
1323,151.8174354
1324,144.4676815
1325,150.0091017
1326,148.5661606
1327,146.3127713
1328,151.6840611
1329,145.0323927
1330,150.2165802
1331,152.6525768
1332,144.4825077
1333,148.0062644
1334,156.836771
1335,156.5874084
1336,159.1721277
1337,139.2472349
1338,140.1585884
1339,124.2148818
1340,118.8379342
1341,125.9501192
1342,126.3686281
1343,129.1187723
1344,136.2851203
1345,144.0990618
1346,130.1639253
1347,127.3650088
1348,128.0126328
1349,132.5674291
1350,130.9154608
1351,122.5027515
1352,130.0509276
1353,126.4961553
1354,133.2097707
1355,141.1900552
1356,138.8881856
1357,133.9891922
1358,132.5268983
1359,110.0210603
1360,100.8082915
1361,110.4012774
1362,110.5910013
1363,106.7910938
1364,102.4862702
1365,89.80005564
1366,80.46966611
1367,81.39336666
1368,69.50914583
1369,78.42467339
1370,87.99447005
1371,92.27328037
1372,105.3255768
1373,96.43305584
1374,110.681576
1375,114.3540858
1376,124.5877495
1377,121.2953004
1378,125.18157
1379,115.9347622
1380,105.1239163
1381,92.08515714
1382,95.31859971
1383,113.3096085
1384,109.563679
1385,102.0779528
1386,98.97612983
1387,99.52315737
1388,105.3066387
1389,92.47487968
1390,98.49302813
1391,105.6853465
1392,110.3537737
1393,112.2267156
1394,107.3839741
1395,98.9136593
1396,100.7778742
1397,108.8721153
1398,103.439893
1399,123.0552025
1400,130.2575948
1401,131.5766521
1402,132.4994213
1403,130.0846475
1404,139.2981441
1405,152.2920807
1406,152.4945251
1407,164.9419789
1408,163.5916869
1409,171.4993195
1410,196.3270533
1411,209.0622257
1412,198.2295186
1413,192.1141576
1414,207.9778025
1415,207.8566253
1416,202.5814739
1417,208.4006224
1418,197.4322122
1419,204.5284363
1420,199.1687728
1421,196.3255615
1422,195.047676
1423,192.743198
1424,184.868604
1425,170.4478638
1426,168.1584187
1427,189.3774555
1428,180.262234
1429,170.3965659
1430,165.7601984
1431,172.6103686
1432,190.9842961
1433,206.5273948
1434,193.9768435
1435,187.976069
1436,187.0151165
1437,195.6586008
1438,195.8490057
1439,203.1017945
1440,202.2283657
1441,200.9784724
1442,200.209518
1443,184.9728148
1444,178.2833384
1445,171.4795008
1446,190.1813327
1447,194.0729106
1448,189.0194592
1449,191.7599086
1450,196.9148098
1451,201.5334206
1452,196.643879
1453,200.9059604
1454,205.0586572
1455,211.7352325
1456,205.4136902
1457,211.3528832
1458,207.142336
1459,211.8516054
1460,199.8054584
1461,199.3711026
1462,206.0914246
1463,209.3772703
1464,216.5925536
1465,215.9386308
1466,222.9880929
1467,209.7927882
1468,218.467808
1469,213.2881888
1470,202.0233676
1471,201.1455303
1472,198.0190359
1473,187.3079886
1474,200.2118311
1475,217.2498624
1476,209.2849121
1477,211.7258008
1478,214.4797456
1479,217.6568864
1480,213.2794501
1481,215.2884719
1482,216.0694845
1483,234.2867252
1484,223.2128659
1485,221.653285
1486,226.7115747
1487,238.3385418
1488,223.3956913
1489,222.7223555
1490,227.5733759
1491,214.9246082
1492,201.6464749
1493,187.0801701
1494,195.2801794
1495,189.8059325
1496,194.1126289
1497,193.4556721
1498,201.5050118
1499,192.4047491
1500,186.8016459
1501,186.1395211
1502,173.7157146
1503,178.7857701
1504,183.9787848
1505,174.6347237
1506,178.6012602
1507,177.0603504
1508,173.148692
1509,175.5397877
1510,184.7946603
1511,169.1788481
1512,158.5172919
1513,163.3658926
1514,156.0761034
1515,162.0509843
1516,174.0466516
1517,167.7440991
1518,162.5277198
1519,161.2436337
1520,160.7197289
1521,144.572752
1522,175.3041086
1523,190.2057173
1524,196.7227996
1525,191.945966
1526,184.7479965
1527,186.9608384
1528,185.7160725
1529,189.1427387
1530,200.1297746
1531,206.8126645
1532,211.105039
1533,209.1884292
1534,219.922616
1535,218.5458178
1536,203.9129014
1537,211.6201683
1538,201.3142039
1539,201.9634126
1540,197.9931182
1541,203.7830057
1542,188.5018409
1543,176.9921857
1544,178.702299
1545,171.8669545
1546,164.2448714
1547,177.2633517
1548,173.7980599
1549,173.0286538
1550,181.6070314
1551,190.935584
1552,200.1256678
1553,207.4215201
1554,208.6131307
1555,203.8573437
1556,194.6351482
1557,193.1079347
1558,197.7884363
1559,192.5301734
1560,187.9802644
1561,193.6020046
1562,193.0782631
1563,184.4303178
1564,180.8425517
1565,169.616109
1566,158.3683954
1567,163.2601506
1568,164.3546044
1569,154.50929
1570,158.4762778
1571,161.1096932
1572,150.179241
1573,150.7397164
1574,135.8753878
1575,132.5354043
1576,133.346076
1577,135.3682991
1578,152.1764385
1579,159.8776034
1580,167.8289065
1581,169.368637
1582,176.1704323
1583,179.7795591
1584,178.8614938
1585,176.4859206
1586,179.1143984
1587,182.0945419
1588,175.7894283
1589,180.6533383
1590,183.4031639
1591,188.5587545
1592,197.0105471
1593,188.6838693
1594,194.8943525
1595,202.7646181
1596,210.8667895
1597,197.1315205
1598,201.8061598
1599,219.1395678
1600,224.6517979
1601,232.5870208
1602,223.0843925
1603,229.0563214
1604,227.6498055
1605,197.716301
1606,194.6370745
1607,193.6091117
1608,189.5129901
1609,194.1240682
1610,187.9356418
1611,170.0942482
1612,165.3078865
1613,173.8878316
1614,182.3909658
1615,174.138704
1616,179.1909046
1617,179.8095681
1618,175.5156146
1619,166.9254885
1620,163.7455047
1621,174.9881284
1622,161.0595217
1623,167.6793867
1624,169.45878
1625,154.9777459
1626,151.0030882
1627,145.9402931
1628,139.8192364
1629,128.4179823
1630,127.2466106
1631,123.3597963
1632,120.7469665
1633,118.7944345
1634,115.4115502
1635,127.6539401
1636,132.6958581
1637,128.5341336
1638,138.8173011
1639,136.4253024
1640,123.6565383
1641,114.6826864
1642,108.8553401
1643,118.0686932
1644,111.3764944
1645,102.9212753
1646,110.3180792
1647,104.1152261
1648,111.3128848
1649,95.27748916
1650,95.04510461
1651,90.01441129
1652,95.69163207
1653,95.18021828
1654,100.6313853
1655,104.0941389
1656,98.77667044
1657,109.3021392
1658,109.4638189
1659,110.0220145
1660,96.61489675
1661,93.93374194
1662,76.05634454
1663,60.60527637
1664,58.66351963
1665,63.22259808
1666,68.14229548
1667,64.2558049
1668,56.59954227
1669,56.36564655
1670,75.33284762
1671,75.91969998
1672,76.12281621
1673,92.28269843
1674,90.80543709
1675,76.09937832
1676,69.63283704
1677,57.93769524
1678,54.62478137
1679,59.28009326
1680,68.83944526
